achieving,action,actions,address,addresses,agenda,agreement,agreements,agri0,amount,amounts,applicant,applicants,application,applications,architecture,area,areas,article,articles,associations,beneficiaries,beneficiary,budget,call,calls,cancer,case,cases,companies,company,contract,contracts,core,countries,country,date,dates,development,developments,duration,dynamics,educational,effect,effects,eligible,energy,engineering,environment,environments,establishment,establishments,field,fields,finances,financing,foundation,foundations,framework,fund,funding,funds,general,goals,governmental,grant,grants,guideline,guidelines,1,humanities,hydrogen,increasing,indicative,individual,individuals,industries,industry,infrastructure,infrastructures,institution,institutions,interaction,interactions,interim,investment,law,member,members,objective,objectives,organisation,organisations,organization,organizations,outcome,outcomes,participant,participants,parties,parts,party,payment,payments,personal,plan,planning,plans,priorities,priority,program,programme,programmes,programs,project,projects,proposal,proposals,protection,provision,provisions,public,repair,reporting,request,requests,requirements,result,results,scheme,schemes,science,sciences,sector,sectors,security,service,services,simulation,social,societal,societies,3,specific,storage,strengthening,subject,submission,sum,sums,support,supports,taking,technologies,technology,theme,themes,topic,topics,transport,world,@@class@@
0,0,0,0.71,0,0,0.846,0,0,0,1.823,1.23,0.651,0.527,1.093,0,0.874,0,0,1.823,2.227,0,0,0.54,0.458,0,0,0,0,0,0,0,0,0,0.488,0,0,0,0,0,1.073,0,2.63,0,0,0.661,0,0,0,0,1.986,0,0,0,0,0,0,2.63,0.83,0,0,0,0,0,3.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0,0.518,0,0,0,0.554,0,0,0,0,0.914,0,0,0,0,0,0,0,0,0,0,0,0,1.113,0,0,0,0,0,0,0,0,0,0,0.381,0,0,0,0,0,0,0,0,0,0,0
0.725,0.207,0.229,0.257,0.69,0.876,0.307,0.389,0,0.396,0.661,0.446,0.236,0.191,0.396,0,0.317,0.416,0.413,0.661,0.808,0.382,0.538,0.196,0.166,0,0,0,0.404,0,0.739,0.516,0.605,0,0.177,0.274,0.297,0,0.261,0.864,0.389,0,0.954,0.519,0,0.24,0,0,0,1.063,0.72,0,0.295,0,0,0.431,0,0.954,0.301,0,0.127,0.353,0.169,0,1.347,0.204,0.27,0,0,0,0,0,0.665,0,0.371,0.526,0,0,0.638,0,0.824,0.353,0,0,0.907,0,0.519,0.247,0.433,0,0.284,0.301,0.194,0,0,0.608,0,0,0.357,0.594,0,0.686,0.725,0.94,0.465,0.38,0.564,0.72,0.678,0.49,0,0.098,0.278,0,0.09,0.124,0.233,0.188,0.421,0.544,0.493,0.201,0,0.627,0.567,0.894,0.332,0,0.183,0,0,0,0,0,0.792,0.421,0.241,0.278,0,0.404,0,0,0,0.212,0,0.808,0.349,0.317,0,0,0.138,0,0.364,0,0,0,0.63,0,0.452,0,0,0
0,0.276,0.305,0.342,0,0,0.408,0,0,0.527,0,0.594,0.314,0.254,0.527,0,0.422,0,0,0.88,0,0,0.716,0.261,0.221,0,0,0.365,0.537,0.929,0.982,0.687,0.804,0,0,0.365,0.395,0,0,0,0.518,0,0,0,0,0.319,0,0,0,0,0,0,0.393,0,0,0.573,1.37,0,0.4,0,0.168,0.47,0.225,0,0,0.271,0.36,0,0,0,0,0,0,0.691,0,0.699,0,0,0,0,1.096,0.47,0,0,0,0,0.691,0.328,0.576,0.478,0.377,0.4,0.258,1.631,0,0.809,0,0,0,0.79,0,0,0.964,0,0.619,0.505,0.75,0.958,0.901,0.652,0,0.13,0,0,0.12,0.165,0,0.25,0.56,0,0.656,0.267,0,0,0.754,1.189,0.441,0.648,0.244,0,0,0,0,0,0,0.56,0,0,0,0.537,0,0,0,0.282,0,0,0.464,0.422,0.864,0,0.184,0,0.484,0,0,0,0,0,0,0,0,0
0,0.596,0,0.74,0,0,0.882,0,0,1.139,1.9,0,0.678,0.549,1.139,0,0.911,1.194,0,0,2.321,0,0,0.563,0.477,0,0,0,0,0,0,0,0,0,0.508,0,0,0,0.75,0,1.118,0,0,0,0,0.688,0,0,0,0,0,0,0.848,0,0,0,0,2.741,0.865,0,0,0,0,0,0,0.586,0,0,0,0,0,0,0,1.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,0,0.815,0,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,1.619,0,0,0,0,0.281,0,0,0,0.356,0.668,0.54,0,0,0,0.577,0,0,0,0,0.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397,0,1.046,0,0,0,0,0,0,1.8,0,0
0,0.276,0.305,0.342,0,0,0.408,0,0,0.527,0,0.593,0.314,0.254,0.527,0,0.422,0,0,0.879,0,0,0.715,0.26,0.221,0,0,0.364,0.537,0.929,0.982,0.687,0.804,0,0,0.364,0.395,0,0,0,0.518,0,0,0,0,0.319,0,0,0,0,0,0,0.392,0,0,0.573,1.369,0,0.4,0,0.168,0.469,0.225,0,0,0.271,0.359,0,0,0,0,0,0,0.691,0,0.699,0,0,0,0,1.096,0.469,0,0,0,0,0.691,0.328,0.576,0.478,0.377,0.4,0.258,1.63,0,0.809,0,0,0,0.79,0,0,0.964,0,0.618,0.505,0.749,0.958,0.901,0.652,0,0.13,0,0,0.12,0.165,0,0.25,0.559,0,0.655,0.267,0,0,0.754,1.189,0.441,0.648,0.244,0,0,0,0,0,0,0.559,0,0,0,0.537,0,0,0,0.282,0,0,0.464,0.422,0.864,0,0.184,0,0.484,0,0,0,0,0,0,0,0,0
0,0.343,0.379,0.425,0,1.447,0,0.643,0,0.655,0,0.737,0.39,0.316,0.655,0,0.524,0,0,0,1.335,0,0.889,0.324,0.275,0,0,0,0,0,0,0,0,0,0.292,0.453,0,0,0.431,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0.488,0,0,0,0,1.576,0.497,0,0.209,0.583,0.28,0,0,0.337,0.447,0,0,0,0,0,0,0,0,0,1.588,0,0,0,0,0,0,0,0,0,0.858,0.408,0,0,0.468,0.497,0.321,0,0,0,0,0,0,0,0,0,0,1.553,0,0,0.931,0,0,0,0,0.162,0,0,0.149,0.205,0.384,0.31,0.695,0,0,0.332,0,0,0,0,0,0,0.303,0,0,0,0,0.814,1.309,0,0,0,0,0,0,0,0,0.351,0,0,0,0.524,0,0,0.228,0,0.601,0,0,0,0,0,0,0,0.976,0
0,0.208,0.23,0.258,0,0,0.308,0.391,0,0.398,0.664,0.448,0.237,0.192,0.398,0,0,0.417,0.415,0.664,0,0.384,0.54,0.197,0.167,0.331,0,0.275,0.405,0.701,0,0.518,0.607,0,0.178,0.275,0.298,0.719,0.262,0.867,0.391,0,0,0.521,0,0.241,0,0.965,0,0,0,0.891,0.296,0.451,0,0.432,0,0,0.302,0,0.127,0.354,0.17,0,0,0.205,0.271,0,0,0,0,0,0,0,0.372,0,0,0,0,0,0,0.354,0,0,0,0,0.521,0,0.435,0.361,0.285,0.302,0.195,1.231,0,0,0,0,0,0.596,0.521,0.688,0.728,0.944,0,0.381,0,0,0,0.492,0,0.098,0.279,0,0.09,0.124,0.234,0.189,0,0,0.495,0.202,0,0,0.569,0,0.333,0.489,0.184,0,0,0,0,0.495,0,0.422,0.242,0.279,0,0,0,0,0,0.213,0,0,0.35,0.318,0,0,0.139,0,0.365,0,0,0,0,0,0,0.629,0,0
0.925,0.265,0.292,0.329,0.88,0,0.392,0,0,0,0,0.569,0,0.244,0.506,0,0.405,0,0.527,0,0,0,0.686,0.25,0.212,0,0,0.35,0.515,0,0,0.659,0,0,0.226,0.35,0.379,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377,0.573,0,0.55,0,0,0.384,0,0.162,0,0.216,0,0,0,0,0,0.64,0,0,0,0,0,0.473,0,0,0,0,0,1.051,0,0.948,0,0,0,0,0.315,0.553,0.459,0.362,0.384,0.248,0,1.506,0,0,0,0.456,0.758,0,0.875,0,0,0.593,0.485,0,0,0,0,0,0.125,0.355,0,0.115,0.158,0.297,0.24,0,0,0,0.256,0,0,0.723,0,0,0.622,0.234,0.593,0,0,0,0.629,1.011,0,0,0,0,0.515,0,0,0,0.271,0,0,0.445,0.405,0.829,0,0.176,0,0.465,0,0,0,0,0,0,0,0,0
0,0.343,0.379,0.425,0,1.447,0,0.643,0,0.655,0,0.737,0.39,0.316,0.655,0,0.524,0,0,0,1.335,0,0.889,0.324,0.275,0,0,0,0,0,0,0,0,0,0.292,0.453,0,0,0.431,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0.488,0,0,0,0,1.576,0.497,0,0.209,0.583,0.28,0,0,0.337,0.447,0,0,0,0,0,0,0,0,0,1.588,0,0,0,0,0,0,0,0,0,0.858,0.408,0,0,0.468,0.497,0.321,0,0,0,0,0,0,0,0,0,0,1.553,0,0,0.931,0,0,0,0,0.162,0,0,0.149,0.205,0.384,0.31,0.695,0,0,0.332,0,0,0,0,0,0,0.303,0,0,0,0,0.814,1.309,0,0,0,0,0,0,0,0,0.351,0,0,0,0.524,0,0,0.228,0,0.601,0,0,0,0,0,0,0,0.976,0
0,0.209,0.231,0.26,0,0,0.31,0.392,0,0.4,0.667,0.45,0.238,0.193,0.4,0,0,0.419,0.417,0.667,0,0.385,0.542,0.198,0.168,0.332,0,0.276,0.407,0.704,0,0.521,0.61,0,0.178,0.276,0.3,0.722,0.263,0.871,0.392,0,0,0.524,0,0.242,0,0.969,0,0,0,0.895,0.298,0.453,0,0.434,0,0,0.304,0,0.128,0.356,0.171,0,0,0.206,0.273,0,0,0,0,0,0,0,0.374,0,0,0,0,0,0,0.356,0,0,0,0,0.524,0,0.437,0.363,0.286,0.304,0.196,0,0,0,0,0,0,0.599,0.524,0.691,0.731,0.948,0,0.383,0,0,0,0.494,0,0.099,0.28,0,0.091,0.125,0.235,0.189,0,0,0.497,0.202,0,0,0.572,0,0.334,0.491,0.185,0,0,0,0,0.497,0,0.424,0.243,0.28,0,0,0,0,0,0.214,0,0,0.352,0.32,0,0,0.139,0,0.367,0,0,0,0,0,0,0.632,0,0
0.925,0.265,0.292,0.329,0.88,0,0.392,0,0,0,0,0.569,0,0.244,0.506,0,0.405,0,0.527,0,0,0,0.686,0.25,0.212,0,0,0.35,0.515,0,0,0.659,0,0,0.226,0.35,0.379,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377,0.573,0,0.55,0,0,0.384,0,0.162,0,0.216,0,0,0,0,0,0.64,0,0,0,0,0,0.473,0,0,0,0,0,1.051,0,0.948,0,0,0,0,0.315,0.553,0.459,0.362,0.384,0.248,0,1.506,0,0,0,0.456,0.758,0,0.875,0,0,0.593,0.485,0,0,0,0,0,0.125,0.355,0,0.115,0.158,0.297,0.24,0,0,0,0.256,0,0,0.723,0,0,0.622,0.234,0.593,0,0,0,0.629,1.011,0,0,0,0,0.515,0,0,0,0.271,0,0,0.445,0.405,0.829,0,0.176,0,0.465,0,0,0,0,0,0,0,0,0
0,0.209,0.231,0.26,0,0,0.31,0.392,0,0.4,0.667,0.45,0.238,0.193,0.4,0,0,0.419,0.417,0.667,0,0.385,0.542,0.198,0.168,0.332,0,0.276,0.407,0.704,0,0.521,0.61,0,0.178,0.276,0.3,0.722,0.263,0.871,0.392,0,0,0.524,0,0.242,0,0.969,0,0,0,0.895,0.298,0.453,0,0.434,0,0,0.304,0,0.128,0.356,0.171,0,0,0.206,0.273,0,0,0,0,0,0,0,0.374,0,0,0,0,0,0,0.356,0,0,0,0,0.524,0,0.437,0.363,0.286,0.304,0.196,0,0,0,0,0,0,0.599,0.524,0.691,0.731,0.948,0,0.383,0,0,0,0.494,0,0.099,0.28,0,0.091,0.125,0.235,0.189,0,0,0.497,0.202,0,0,0.572,0,0.334,0.491,0.185,0,0,0,0,0.497,0,0.424,0.243,0.28,0,0,0,0,0,0.214,0,0,0.352,0.32,0,0,0.139,0,0.367,0,0,0,0,0,0,0.632,0,0
0,0.3,0,0.373,0,0,0,0,0,0.574,0,0,0.342,0.277,0.574,0,0,0.602,0,0,0,0,0.78,0.284,0.241,0,0,0,0,0,0,0,0,0,0.256,0.397,0.431,1.037,0,0,0.564,0,0,0,0,0,0,0,0.841,0,0,0,0.428,0.651,0,0,0,0,0,0,0.184,0,0.245,0,0,0.296,0,0,0,0,0,0,0.964,0,0,0,0,0,0,0,0,0,1.077,0,0,0,0,0,0,0,0,0.436,0.282,0,0,0,0,0,0,0,0.753,0,0,0,0,0.551,0,0,0,0,0,0.142,0,0,0.13,0.18,0,0,0,0,0,0.291,0,0,0,0,0.481,0,0,0,0,0,0,0,0,0.61,0.35,0,0,0,0,0,0,0.308,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.264,0,0,0,0,0.391,0.496,0,0.505,0.843,0,0,0.243,0.505,0,0,0,0.527,0.843,0,0.487,0.685,0.25,0.212,0,0,0.349,0.514,0,0,0,0.77,0,0,0.349,0.379,0.912,0,0,0.496,0,0,0.662,0,0.305,0,0,0,0,0,0,0,0,0,0.549,0,0,0,0,0.161,0.45,0.216,0,0,0.26,0.344,0,0.639,0,0,0,0,0,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0.314,0,0,0.361,0.384,0.248,0,0,0,0,0,0,0.757,0.662,0.874,0.923,1.198,0,0.484,0,0,0,0,0,0.125,0.354,0,0.115,0.158,0.296,0.239,0.536,0.693,0.628,0.256,0,0.798,0.722,0,0.422,0.621,0.233,0,0,0,0,0,0,0.536,0,0.354,0,0.514,0,0,0,0.27,1.224,0,0,0.404,0.827,1.108,0.176,0,0,0,0,0,0,0,0,0.798,0,0
0,0.226,0.25,0.281,0,0,0.335,0.424,0,0.432,0.721,0.486,0.257,0.208,0.432,0,0.346,0,0.45,0.721,0,0.417,0.586,0.213,0.181,0,0,0.299,0.44,0.761,0,0.563,0.659,0,0.193,0.299,0.324,0.78,0.285,0.941,0.424,0,0,0.566,0,0.261,0,1.047,0,0,0,0.968,0.322,0,0,0.469,0,0,0,0,0.138,0,0.184,0,0,0.222,0.295,0,0.547,0,0,0,0,0,0.404,0,0,0,0,0,0.898,0,0,0,0.988,0,0.566,0.269,0.472,0,0.309,0.328,0.212,0,0,0,0,0,0,0.647,0,0.747,0.79,1.024,0,0,0,0,0,0,0,0.107,0,0,0.098,0.135,0.254,0.205,0,0,0.537,0.219,0,0.683,0.618,0.974,0.361,0,0.2,0,0,0,0.875,0,0,0.458,0.263,0.303,0,0.44,0,0,0,0.231,0,0,0.38,0.346,0,0,0.15,0,0.397,0,0,0,0,0,0,0.683,0,0
0,0.171,0.189,0.212,0.568,0.721,0.253,0.321,0,0.326,0.545,0.367,0.194,0.157,0.326,0,0.261,0.342,0.34,0.545,0.665,0.315,0.443,0.161,0.137,0.271,0,0.226,0.332,0.575,0,0.425,0.498,0,0.146,0.226,0.245,0.589,0.215,0.711,0.321,0,0,0.428,0,0.197,0,0,0,0,0.593,0.731,0.243,0.37,0,0.355,0,0.786,0.248,0,0.104,0.291,0.139,0,0,0.168,0.223,0,0.413,0,0,0,0,0.428,0.305,0,0.791,0,0,0,0.679,0.291,0.612,0,0.747,0,0.428,0.203,0.357,0.296,0.233,0.248,0.16,0,0,0.501,0,0,0.294,0.489,0.428,0.565,0.597,0.774,0,0.313,0.464,0,0.558,0.404,0,0.081,0.229,0,0.074,0.102,0.192,0.155,0.346,0.448,0.406,0.165,0,0.516,0.467,0.736,0.273,0.401,0.151,0,0,0,0.661,0.406,0.652,0.346,0.199,0.229,0,0.332,0,0,0.321,0.175,0,0.665,0.287,0.261,0.535,0.716,0.114,0.683,0.3,0,0,0.528,0.519,0,0,0,0.486,0
0,0.343,0.379,0.425,0,1.447,0,0.643,0,0.655,0,0.737,0.39,0.316,0.655,0,0.524,0,0,0,1.335,0,0.889,0.324,0.275,0,0,0,0,0,0,0,0,0,0.292,0.453,0,0,0.431,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0.488,0,0,0,0,1.576,0.497,0,0.209,0.583,0.28,0,0,0.337,0.447,0,0,0,0,0,0,0,0,0,1.588,0,0,0,0,0,0,0,0,0,0.858,0.408,0,0,0.468,0.497,0.321,0,0,0,0,0,0,0,0,0,0,1.553,0,0,0.931,0,0,0,0,0.162,0,0,0.149,0.205,0.384,0.31,0.695,0,0,0.332,0,0,0,0,0,0,0.303,0,0,0,0,0.814,1.309,0,0,0,0,0,0,0,0,0.351,0,0,0,0.524,0,0,0.228,0,0.601,0,0,0,0,0,0,0,0.976,0
0,0.232,0.256,0.288,0,0,0.343,0,0,0.443,0.74,0.499,0.264,0.214,0.443,0,0,0,0.462,0.74,0,0.427,0.602,0.219,0.186,0.368,0,0.307,0.451,0.781,0,0.578,0.676,0,0.198,0.307,0.332,0,0.292,0.966,0,0,0,0.581,0,0.268,0,1.075,0,0,0.806,0.993,0.33,0.502,0,0.482,0,0,0,0,0.142,0.395,0.189,0,0,0.228,0.302,0,0,0,0,0,0,0,0.415,0,0,0,0,0,0,0.395,0,0,0,0,0.581,0,0.485,0.402,0.317,0.337,0.217,1.371,0,0,0,0,0.4,0.664,0.581,0,0.811,1.051,0,0.425,0,0,0.758,0,0,0.11,0.311,0,0.101,0.139,0.26,0.21,0,0,0.551,0.225,0,0,0.634,0,0.371,0.545,0.205,0,0,0,0,0.551,0,0.47,0.27,0.311,0,0,0,0,0,0.237,0,0,0.39,0.355,0,0,0.154,0,0.407,0,0,0.718,0,0,0,0.701,0,0
0,0.268,0.296,0.333,0.892,0,0.397,0,0,0,0,0.577,0,0.247,0.512,0,0.41,0,0.534,0,0,0,0.695,0.253,0.215,0,0,0.354,0.522,0,0,0.668,0,0,0.229,0.354,0.384,0,0.338,0,0,0,0,0.672,0,0.31,0,0,0,0,0,0,0.382,0.58,0,0,0,0,0.389,0,0.164,0,0.219,0,0,0,0,0,0.648,0,0,0,0,0,0.479,0,0,0,0,0,1.065,0.456,0,0,0,0,0,0.319,0.56,0.465,0.367,0.389,0.251,0,1.526,0,0,0,0.462,0.768,0,0.887,0,0,0.601,0.491,0,0,0,0,0,0.127,0.359,0,0.116,0.16,0.301,0.243,0,0,0,0.26,0,0,0.733,0,0,0.63,0.237,0,0,0,0,0.637,1.024,0,0,0,0,0.522,0,0,0,0.274,0,0,0.451,0.41,0,0,0.178,0,0.471,0,0,0,0,0,0,0,0,0
0,0.211,0.233,0.262,0,0,0.312,0.396,0,0.403,0.673,0.454,0.24,0.194,0.403,0,0,0.423,0.42,0.673,0,0.389,0.547,0.199,0.169,0.335,0,0.279,0.411,0,0.751,0.525,0.615,0,0.18,0.279,0.302,0.728,0,0.879,0.396,0,0,0.529,0,0.244,0,0,0,0,0,0.903,0.3,0.457,0,0.438,0,0,0.306,0,0.129,0.359,0.172,0,0,0.208,0.275,0,0,0,0,0,0,0,0.377,0,0,0,0,0,0,0.359,0,0,0,0,0.529,0,0.441,0.366,0.288,0.306,0.198,1.247,1.201,0,0,0,0,0.605,0.529,0.698,0.737,0.956,0,0.387,0,0,0,0.499,0,0.1,0.283,0,0.092,0.126,0.237,0.191,0,0,0.502,0.204,0,0,0.577,0,0.337,0.496,0.186,0,0,0,0,0.502,0,0.428,0.246,0.283,0,0,0,0,0,0.216,0,0,0.355,0.323,0,0,0.14,0,0.37,0,0,0,0,0,0,0.638,0,0
0.92,0.263,0.291,0.327,0.876,0,0.39,0,0,0,0,0.567,0,0.243,0.503,0,0.403,0,0.525,0,0,0,0.683,0.249,0.211,0,0,0.348,0.512,0,0,0.656,0,0,0.225,0.348,0.377,0,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.57,0,0.547,0,0,0.382,0,0.161,0,0.215,0,0,0,0,0,0.637,0,0,0,0,0,0.471,0,0,0,0,0,1.046,0,0.944,0,0,0,0,0.313,0.55,0.457,0.36,0.382,0.247,0,1.499,0,0,0,0.454,0.754,0,0.871,0,0,0.59,0.482,0,0,0,0,0,0.124,0.353,0,0.114,0.157,0.295,0.239,0,0,0,0.255,0,0,0.72,0,0,0.619,0.233,0.59,0,0,0,0.626,1.006,0,0,0,0,0.512,0,0,0,0.27,0,0,0.443,0.403,0.825,0,0.175,0,0.462,0,0,0,0,0,0,0,0,0
0,0.261,0.288,0.324,0,0,0.386,0,0,0.498,0.832,0.561,0.297,0.24,0.498,0,0,0,0.52,0.832,0,0.481,0.677,0.246,0.209,0.414,0,0.345,0.508,0,0,0.65,0.761,0,0.223,0.345,0.374,0.9,0,1.086,0.49,0,0,0.653,0,0.301,0,0,0,0,0,0,0.371,0.565,0,0.542,0,0,0,0,0.159,0.444,0.213,0,0,0.257,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,0,0,0,0.653,0,0,0.452,0.357,0.379,0.244,0,0,0,0,0,0,0.747,0.653,0,0,1.182,0,0.478,0,0,0,0,0,0.123,0.349,0,0.113,0.156,0.293,0.236,0,0,0.62,0.253,0,0,0,0,0.417,0.613,0.23,0,0.661,0,0,0.62,0,0.529,0.304,0.349,0,0,0,0,0,0.267,0,0,0.438,0.399,0,0,0,0,0.458,0,0,0,0,0,0,0,0,0
0,0,0,0.486,0,1.652,0.579,0,0,0.748,1.247,0,0,0.36,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,0,0,0,0,0.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813,0,0,0,1.095,0.239,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.234,0,0,0,0,0,0.379,0,0,1.069,0,0,0,0,0.877,0.991,0,0,0,0,0,0,0.524,0,0,0,0,0,0,0,0,0,0.598,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0
0.53,0.152,0.168,0.188,0.505,0.641,0.225,0.285,0,0.29,0.484,0.327,0.173,0.14,0.29,1.045,0.232,0.304,0.302,0.484,0.591,0.28,0.394,0.143,0.122,0.241,0,0.201,0.295,0.511,0.54,0,0.443,0.47,0.129,0.201,0.217,0,0.191,0,0.285,0,0.698,0.38,0.534,0.175,0.472,0,0.425,0.778,0.527,0,0.216,0.329,0,0.315,0.754,0,0.22,0.425,0.093,0.258,0.124,0.521,0,0.149,0.198,1.638,0.367,0.403,0,0,0.487,0.38,0.271,0.385,0.703,0.484,0.467,0.558,0,0.258,0.544,0.628,0,0.475,0.38,0.181,0.317,0.263,0.208,0.22,0.142,0.897,0.864,0.445,0.569,0.38,0.262,0.435,0.38,0,0.53,0,0,0.278,0.412,0.527,0.496,0.359,0,0.072,0.203,0,0.066,0.091,0.17,0.138,0,0.398,0.361,0.147,0,0,0.415,0.654,0.243,0.357,0.134,0.34,0.385,0.435,0.587,0.361,0.58,0.308,0.177,0.203,0.856,0.295,0.493,0,0.285,0.155,0.703,0.591,0.255,0.232,0,0.636,0.101,0.607,0.266,0.43,0.408,0.47,0.461,0.427,0.33,0.459,0.432,0
0,0.229,0.253,0.284,0.762,0,0.339,0.43,0,0.438,0.73,0.493,0.261,0.211,0.438,0,0,0,0,0.73,0.892,0.422,0.594,0.216,0.184,0.364,0,0.303,0.446,0,0,0.57,0.668,0.709,0.195,0.303,0.328,0,0.288,0,0.43,0,0,0.574,0,0.265,0.713,0,0,0,0.796,0.981,0.326,0.496,0,0.476,0,0,0,0,0.14,0.39,0.187,0,0,0.225,0.299,0,0,0.608,0,0,0,0,0,0.58,0,0.73,0,0,0.91,0.39,0,0,1.002,0,0.574,0.272,0,0.397,0.313,0.333,0.215,0,0,0.672,0.858,0,0.395,0.656,0,0.757,0.801,1.038,0.514,0.42,0.623,0,0.748,0,0,0.108,0.307,0,0.099,0.137,0.257,0.208,0.465,0.601,0.544,0.222,0,0,0.626,0,0.366,0,0.202,0,0,0,0,0.544,0.875,0.465,0.267,0.307,0,0.446,0,0,0.43,0.234,0,0,0.385,0.35,0,0.961,0.152,0,0.402,0.649,0,0,0,0,0,0,0.652,0
0,0.233,0.258,0.29,0,0.986,0.346,0.438,0,0.446,0,0.502,0.266,0.215,0.446,0,0,0.468,0.465,0,0.909,0.43,0.605,0.221,0.187,0,0,0.309,0.454,0.786,0.831,0.581,0,0.722,0.199,0.309,0.334,0,0.294,0,0.438,0,1.074,0,0,0.27,0.727,0,0.653,0,0,0,0.332,0.505,0,0.485,0,0,0.339,0.653,0.143,0.397,0.19,0,0,0.23,0.304,0,0,0.62,0,0,0,0,0,0.592,0,0.744,0,0,0,0.397,0,0,0,0,0.585,0.278,0.488,0.405,0.319,0.339,0.219,1.38,1.329,0,0.875,0,0,0.669,0.585,0,0.816,1.058,0.523,0.428,0,0,0.763,0,0,0.11,0,0,0.101,0.139,0.262,0.212,0,0.613,0.555,0.226,0,0,0.638,0,0.373,0,0.206,0,0,0,0.903,0.555,0.892,0.474,0,0.313,1.316,0.454,0,0,0,0.239,0,0,0.392,0,0.731,0.979,0.155,0,0.41,0.661,0,0,0,0,0,0.705,0.665,0
0,0.273,0.302,0.339,0,0,0.404,0,0,0.522,0,0.587,0.311,0.251,0.522,0,0,0.547,0,0,0,0,0.708,0.258,0.219,0,0,0,0,0,0,0.68,0.796,0,0.233,0.361,0.391,0.942,0.344,0,0.512,0,1.255,0,0,0.315,0,0,0,0,0.948,0,0,0.591,0,0.567,0,0,0,0,0.167,0.465,0.223,0,0,0.269,0.356,0,0,0,0,0,0,0,0,0.692,0,0.87,0,0,1.084,0.465,0,0,0,0,0.684,0.325,0.57,0,0.373,0.396,0.256,0,0,0,1.023,0.684,0.47,0.782,0,0.902,0.954,0,0.612,0,0,0.948,0,0,0,0.129,0,0,0.118,0.163,0.306,0.247,0.554,0,0.649,0.264,0,0,0.746,0,0,0,0.241,0,0,0,0,0.649,0,0.554,0.318,0,0,0.531,0,0,0,0.279,0,0,0.459,0.417,0,0,0.182,0,0,0,0,0,0,0.768,0,0,0,0
0,0.226,0.25,0.281,0.754,0,0.335,0.425,0,0.433,0.722,0.487,0.258,0.209,0,0,0,0,0.451,0.722,0,0.418,0.588,0.214,0.182,0,0,0.299,0.441,0,0,0.564,0.661,0,0,0.299,0.325,0.782,0.285,0,0.425,0,0,0.567,0.797,0.262,0.705,0,0.634,0,0.787,0,0,0,0,0.471,0,0,0,0,0.138,0.386,0.185,0,0,0.223,0.295,0,0,0,0,0,0,0,0,0.574,0,0,0,0,0.9,0.386,0,0,0.991,0,0.567,0.269,0,0.393,0.31,0.329,0.212,0,0,0,0.849,0,0,0.649,0.567,0.749,0.792,1.027,0.508,0,0,0,0,0,0,0.107,0,0,0.098,0.135,0.254,0,0.46,0.594,0.538,0.219,0,0.684,0.619,0.977,0.362,0.532,0.2,0,0,0,0,0.538,0,0.46,0.264,0.303,0,0.441,0,0,0,0.232,1.05,0,0.381,0.346,0.709,0.95,0.151,0,0.398,0,0,0,0,0,0,0.684,0,0
0,0.262,0.289,0.325,0,0,0.387,0.491,0,0.5,0.834,0.563,0.298,0.241,0.5,0,0,0,0.521,0.834,0,0.482,0.679,0.247,0.21,0.416,0,0.346,0.509,0,0,0.651,0.763,0,0.223,0.346,0.375,0.903,0,1.09,0.491,0,0,0.655,0,0.302,0,0,0,0,0,0,0.372,0.566,0,0.543,0,0,0,0,0.16,0.445,0.213,0,0,0.257,0.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0,0,0,0,0.655,0,0,0.454,0.358,0.38,0.245,0,0,0,0,0,0,0.75,0.655,0,0,1.186,0,0.479,0,0,0,0,0,0.124,0.35,0,0.114,0.156,0.293,0.237,0,0,0.622,0.253,0,0,0.715,0,0.418,0.615,0.231,0,0.663,0,0,0.622,0,0.531,0.304,0.35,0,0,0,0,0,0.268,0,0,0.44,0.4,0,0,0,0,0.459,0,0,0,0,0,0,0,0,0
