accordance,achieved,achieving,action,actions,active,activities,activity,address,addresses,agenda,agreement,agreements,agriculture,aid,amount,amounts,applicant,applicants,application,applications,architecture,area,areas,article,articles,aspects,associations,automatic,award,bank,behaviour,beneficiaries,beneficiary,bodies,body,budget,budgetary,building,buildings,call,calls,cancer,capital,case,cases,centre,centres,commission,companies,company,condition,conditions,confidentiality,confirm,consumption,contact,contacts,content,contents,contract,contracts,contribution,contributions,core,cost,costs,council,countries,country,covering,creation,criteria,culture,data,date,dates,deal,decision,decisions,demand,demonstration,description,developing,development,developments,duration,dynamics,economies,economy,educational,effect,effects,eligible,emerging,energy,engagement,engineering,enhancing,enterprises,environment,environments,establishment,establishments,ethical,evaluation,evaluations,expenditure,expenditures,extent,facilities,factors,field,fields,finances,financing,formal,foundation,foundations,framework,full,fund,funding,funds,general,goals,governance,governmental,grant,grants,group,groups,guideline,guidelines,health,hearings,humanities,hydrogen,impact,impacts,implementation,including,increase,increasing,indicative,individual,individuals,industries,industry,information,infrastructure,infrastructures,innovation,innovations,institution,institutions,instrument,instruments,interaction,interactions,interest,interests,interim,investment,involve,issue,issues,key,knowledge,laboratory,law,leadership,length,life,line,manufacturing,maximum,medium,member,members,message,modelling,national,negotiation,negotiations,notice,notification,number,numbers,objective,objectives,obligations,open,organisation,organisations,organization,organizations,outcome,outcomes,parliament,participant,participants,parties,partner,partners,parts,party,payment,payments,percentage,performance,person,personal,persons,place,plan,planning,plans,play,point,points,priorities,priority,procurement,production,program,programme,programmes,programs,project,projects,promoter,promoters,promotion,proposal,proposals,protection,provision,provisions,public,publication,put,rate,rates,reader,reference,regard,relevance,repair,reporting,request,requests,requirements,result,results,return,review,rule,rules,scale,scales,scheme,schemes,science,sciences,scope,score,scores,screening,section,sections,sector,sectors,security,service,services,set,simulation,situation,situations,social,societal,societies,society,specific,staff,stem,storage,strengthening,strong,subject,submission,submit,success,sum,sums,support,supports,sustainable,synergies,taking,technological,technologies,technology,theme,themes,topic,topics,transfer,transnational,transport,treaty,union,user,users,values,view,views,vision,ways,welfare,world,writing,@@class@@
0,0,0,0,0,0.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0.434,0,0,0.455,0,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0.651,0,0,0,0,0,0,0,0,0,0,0,0.809,0,0,0,0,0,0.276,0.61,0,0,0,0,0,0,0,0,0,0,0.194,0.3,0,0,0,0.466,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.128,1.045,0,0,0,0.139,0,0,0.78,1.022,0,0,0.296,0,0,0,0.55,0.603,0,0,0,0,0,0,0.174,0,0,0,0,0,0,0,0.072,0,0,0.387,0,0,0,0,0,0,0,0,0,0,0.712,0,0,0,0,0,0,0,1.069,0,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0,0.311,0,0.326,0,0,1.343,1.293,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,0,0,0.742,0,0,0,0,0,0,1.627,0.099,0,0,0,0,0,0.206,0,0,0,0.22,0,0,0.498,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0.464,0,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,0.233,0,0,0,0,0,0,0,0,0.934,0,0,0.151,0,0.707,0,0,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0.862,0.419,0.973,1.475,0,0,0.647,0,2
0,0,0,0,0,0.542,0,0,0,0,0,0,0,0,0,0.433,0,0,0.258,0.209,0.433,0,0,0.454,0,0.722,0,0,0,0,0,0,0,0,0,0,0,0,0.649,0,0,0,0,0,0,0,0,0,0,0,0.807,0,0,0,0,0,0.275,0.608,0,0,0,0,0,0.594,0,0,0,0,0.193,0.299,0,0,0,0.465,0,0.325,0,0,0,0,0,0,0,0,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634,0,0,0,0,0,0,0,0,0,0,0,0.322,0,0,0,0,1.125,1.042,0,0,0,0.138,0,0,0,1.019,0,0.223,0,0,0,0,0.548,0.601,0,0,0,0,0,0,0.173,0,0,0,0,0,0,0,0.072,0,0,0.386,0,0,0,0,0,0,0,0,0,0,0,0.641,0,0,0,0,0,0,1.066,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0.772,0,0,0,0.325,0,0,0,0,0,0,0,0,0,0,0,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.535,0,0.843,0,0,0,1.622,0.098,0,0,0,0,0,0.205,0,0,0,0,0,0,0.496,0,0,0,0,0,0,0,0.619,0.977,0,0,0,0,0.462,0,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0,0,0,0,0.441,0,0,0,0,0,0.346,0,0.931,0,0,0.151,0,0.705,0,0,0,0,0,0,0,0,0.493,0,0,0,0,0,0,0,0.86,0.418,0.97,1.471,0,0,0.645,0,2
0,0,0,0,0,0,0.281,0.468,0,0,0,0,0,0,0,0,0,0.685,0.362,0,0.608,2.192,0,0,0,0,0,0,0,0,0,0,0,0,0.597,0,0.301,0,0,0,0,0,0,0,0,0,0,0,0,1.072,0,0,0,0,0,0,0.387,0.855,0,0,0,0,0,0.835,0,0,0,0,0,0,0,0,0,0.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.105,0,0,0,0,0.912,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0.194,0.542,0,1.092,0,2.066,0.313,0.415,0,0,0,0.77,0,0,0,0,0.456,0,0,0,0,0,0,0.569,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562,0.84,0,0,0,0.928,0,0,0,0,0,0,0,0,0.535,0,0,0,0.378,0.665,0,0,0,0,0,0,0,0,0,0.552,0,0,0,0,0,1.881,1.811,0,1.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865,1.105,0,0,0,0,0.752,0,0,1.938,0,0,0,0.138,0.19,0,0,0,0.357,0.288,0,0,0,0,0.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0,0,1.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.208,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,1.426,0,0.415,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.593,1.168,0,0,0,0,0.274,0.403,0,0,0.174,0,0,0.553,0,0,0,0,0.252,0.556,0,0,0,0,0,0,0,0.379,0,0,0,0,0,0.781,0,0.425,0,0,0,0,0,0,0,0,0,0,0.261,0,0,0,0,0,0.952,0,0,0,0,0,0,0,0,0,0,0,0.719,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,1.028,0,0,0,0,0,0,0,0,0,0,0.204,0.27,0.42,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,0,0,0.066,0,0,0,0,0.823,0.352,0.702,0.856,0,0,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0.433,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0.194,0,1.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0.425,0,0,0.563,0,0,0,0,0,0,0,0.771,1.261,0,0,1.482,0.09,0,0,0,0,0,0,0,0,0,0.2,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062,0,0,0,0,0,0,0,0,0.702,0.685,0,0,0,0,0,0,0,0,0.241,0,0,0,0.403,0,0,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382,0,0,0,0,0.59,0,2
0,0,0,0.228,0,0.545,0.201,0.335,0.283,0,0,0.338,0,0,0,0,0.727,0,0.26,0.21,0,0,0,0,0,0,0.391,0.889,0,0,0.665,0,0,0,0.428,0.609,0.215,0,0,0,0.183,0,0,0.787,0.301,0.444,0,0,0,0.768,0.812,0,0.291,0,0,0,0.277,0,0.372,0.654,0,0.665,0.331,0,0,0.418,0.295,0,0,0.301,0,0,0.295,0,0.353,0.327,0,0,0.329,0,0,0,0.42,0,0.287,0.95,0.428,0,0,0,0,0,0,0.264,0,0,0,0,0.883,0,0.638,0,0.792,0,0,0.25,0,0,0,0,0.783,0.877,0,0,0,0,0,0,1.049,0,0,0,0.139,0,0.186,0,0,0,0.224,0,0.463,0,0,0,0,0,0,0,0.327,0,0.279,0.174,0,0.732,0.571,0.408,0,0,0,0.072,0,0,0,0,0.906,0.388,0,0,0,0,0,0,0,0,0.646,0,0,0,0,0,0.571,0,0,0.685,0.383,0,0.325,0,0.271,0,0,0,0.223,0.732,0,0,0,0.267,0,0.396,0.312,0,0.327,0.331,0.214,0,0,0,0,0,0.571,0.393,0.654,0.285,0.287,0,0.754,0,0,0,0,0.5,0,0.468,0.344,0.418,0,0.792,0.906,0.488,0,0,0,0,0.849,0,0.108,0,0,0.099,0,0,0,0.736,0.256,0.207,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0.201,0,0,0,0.285,0.599,0,0,0,0.654,0,0,0,0,0,0,0.866,0,0,0.463,0.265,0.306,0.265,0,0.665,0,0.444,0.741,0,0,0.233,0.444,0,0,0,0.71,0.383,0,0,0.937,0,0,0.152,0.912,0,0.706,0.4,0.581,0,0,0.706,0.693,0.642,0.497,0,0,0.689,0,0,0,0,0,0,0,0,0,0,0,0,2
0.238,0.43,0,0.141,0.156,0.336,0.124,0.207,0.175,0.468,0,0.208,0.264,0.683,0,0.269,0.449,0.303,0.16,0.13,0.269,0.969,0.215,0.282,0.28,0.449,0.241,0,0.611,0.279,0.41,0.773,0.259,0.365,0.264,0.376,0.133,0,0,0.794,0.113,0.224,0.541,0.486,0.186,0.274,0.408,0.394,0.118,0.474,0.501,0,0.18,0.457,0.607,0,0.171,0,0.229,0.403,0.35,0.41,0.204,0.369,0.436,0.258,0.182,0,0.12,0.186,0.327,0.531,0.182,0.289,0.218,0.202,0.486,0,0.203,0.317,0,0,0.259,0,0.177,0,0.264,0.824,0,0.517,0,0,0.495,0.163,0,0.438,0.514,0.652,0,0.415,0.394,0,0.489,0,0.359,0.154,0.425,0,0,0.465,0.483,0.541,0.2,0.305,0,0.292,0.378,0,0.647,0.204,0.218,0.394,0.086,0.24,0.115,0.483,0.633,0,0.138,0.183,0.286,0.279,0,0.34,0.374,0.734,0.662,0,0.202,0,0.172,0.108,0.299,0.452,0.353,0.252,0,0.652,0.449,0.045,0.433,0.517,0.24,0,0.559,0.24,0,0,0.504,0.582,0.249,0.371,0,0.441,0.399,0.41,0.235,0.329,0.231,0.779,0.353,0,0.594,0.423,0.237,0.753,0.2,0.446,0.167,0.294,0,0.935,0.137,0.452,0.531,0.385,0,0.165,0.48,0.244,0.192,0.418,0.202,0.204,0.132,0.832,0,0.413,0,0,0.353,0.243,0.403,0.176,0.177,0.353,0.465,0,0,0.766,0.436,0.308,0.316,0.289,0.212,0.258,0.382,0.489,0,0.301,0.263,0.46,0.333,0.346,0.524,0,0.066,0.189,0,0.061,0.084,0,0,0.454,0.158,0.128,0.286,0.369,0.335,0.136,0.321,0,0.308,0.308,0.667,0.263,0.316,0.274,0.866,0.425,0.385,0.607,0.225,0.331,0.124,0.517,0.287,0.722,0.176,0.369,0,0.316,0,0.403,0.545,0.338,0.477,0.465,0,0.31,0.534,0.335,0.538,0.286,0.164,0.189,0.164,0.794,0.41,0,0.274,0.457,0.746,0.264,0.144,0.274,0.508,0.652,0.548,0.438,0.237,0.215,0.298,0,0,0,0.094,0.563,0.438,0.436,0.247,0.359,0.399,0.378,0,0,0.396,0.306,0.314,0.452,0.425,0.563,0.172,0.428,0,0,0.259,0.603,0.914,0.495,0.465,0.401,0,2
0.231,0.418,0.478,0.137,0.151,0.327,0.121,0.201,0.17,0.455,0.577,0.202,0.256,0.663,0.543,0,0,0,0.156,0,0,0.941,0.209,0.274,0.272,0.436,0.234,0,0,0.271,0.398,0.75,0.252,0.354,0.256,0,0.129,0.428,0.391,0.77,0.109,0.217,0,0.472,0.181,0.266,0.396,0.382,0.115,0.46,0.487,0.365,0.174,0,0,0.724,0,0.367,0.223,0,0,0,0.198,0.359,0.423,0.25,0.177,0.225,0.117,0.181,0.317,0.515,0.177,0.28,0.212,0.196,0,0.466,0.197,0.308,0.663,0.438,0,0.438,0.172,0.569,0,0.8,0.684,0.502,0.629,0.342,0.481,0.158,0.61,0.425,0.499,0,0.529,0.403,0.382,0.701,0.475,0,0.348,0.15,0.413,0.391,0.897,0.452,0,0.525,0.194,0.296,1.035,0.284,0.367,0.678,0.629,0.198,0.212,0.382,0.083,0.233,0.111,0.469,0.615,0.887,0.134,0.178,0.277,0.271,0,0.33,0.363,0,0.643,0,0.196,0.396,0.167,0.105,0.291,0.438,0.342,0.244,0.346,0.633,0.436,0.043,0,0.502,0.233,0.695,0,0.233,0.463,0.565,0.49,0.565,0.241,0.361,0,0.428,0.387,0.398,0.228,0.319,0.224,0.757,0.342,0.643,0,0.41,0.23,0.731,0.194,0.433,0.163,0.286,0,0.908,0.133,0.438,0,0,0,0.16,0.466,0.237,0.187,0.406,0.196,0.198,0.128,0,0.778,0,0.512,0,0.342,0.235,0,0.171,0.172,0.342,0.452,0,0,0.743,0.423,0.299,0.306,0.28,0.206,0,0.371,0.475,0.543,0.292,0.255,0.446,0.323,0.336,0.509,0,0.065,0.183,0,0.059,0.082,0,0,0.441,0.153,0.124,0.277,0.359,0.325,0.132,0.312,0.389,0.299,0.299,0,0,0.306,0.266,0,0.413,0.374,0,0.218,0.321,0.121,0.502,0.279,0.701,0.171,0.359,0,0.306,0.346,0.391,0.529,0.329,0,0.452,0.724,0.301,0,0.325,0.522,0.277,0,0.183,0.159,0.77,0.398,0.505,0.266,0.444,0.724,0.256,0.14,0.266,0,0,0.532,0.425,0.23,0.209,0,0.561,0,0,0.091,0.547,0.425,0.423,0.24,0.348,0.387,0.367,0.423,0.415,0.385,0.298,0.305,0.438,0.413,0.547,0.167,0.415,0.367,0.519,0.252,0,0.887,0.481,0.452,0.389,0,2
0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0.702,0,0,0,0,0,0,0,0,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485,0,0,0,0,0,0,0,0.469,0,0,0,0.446,0,0,0,0,0,0,0,0,0,0,0.606,0,0,0,0,0.475,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0.424,1.641,0,0,0,0,0,0,0,0,0,0,0.403,0,0,0,0,0,0,0.523,0.795,0,0,0,1.824,0,0,0,1.028,0.224,0.625,0,0,0,0,0,0.479,0,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931,0,1.171,0.116,0,0,0.625,0,0,0,0,0,0,0,0.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0,0,0,0,0,0.358,0,0,0,0,0,0,0,0,0,0.526,0,0.344,0,0,0,0,0,0,0,0,0,0.462,0,1.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,0.219,0,2.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.245,0,0,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.509,0,0,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284,2
0.228,0,0,0,0,0.322,0,0.198,0,0,0.57,0.2,0.253,0,0,0.258,0.43,0,0,0.124,0.258,0,0,0,0.269,0,0.231,0,0,0,0.393,0,0,0.35,0.253,0,0.127,0,0,0,0.108,0.214,0,0.466,0.178,0.262,0,0,0.113,0.454,0.48,0.36,0.172,0,0,0,0.164,0.362,0.22,0,0.336,0.393,0.196,0.354,0,0.247,0.175,0.223,0.115,0.178,0,0,0.175,0,0,0.193,0.466,0.46,0.194,0.304,0.654,0,0,0,0,0,0.253,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0.463,0,0.192,0,1.021,0.28,0.362,0,0,0,0,0.377,0.082,0,0.11,0,0,0,0.133,0.176,0.274,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0.43,0.043,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747,0.338,0,0.57,0,0,0,0.192,0,0.16,0,0,0,0.132,0,0,0,0,0.158,0.46,0.234,0.184,0.4,0,0.196,0.126,0,0,0,0,0,0,0,0.386,0.169,0,0.338,0,0.471,0.611,0.734,0,0,0,0,0.204,0.247,0,0,0,0.289,0.252,0,0,0,0.502,0,0.064,0.181,0,0.059,0.081,0,0,0.435,0,0,0,0,0.321,0.131,0,0,0.295,0.295,0,0.252,0.302,0,0,0.408,0.369,0,0.216,0,0.119,0,0,0,0,0,0,0.302,0.342,0,0,0,0,0,0,0,0,0,0,0,0.157,0.181,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.206,0.285,0,0,0.566,0.09,0,0,0,0.237,0,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876,0,0,0,0.471,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0.686,0,0,0,0,0,0,0,0,0.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0,0,0,0,0,0,0,0,0,0,0,0.436,0,0,0,0,0,0,0,0,0,0,0.592,0,0,0,1.353,0.464,0,0,0.514,0,0,0,0,0,0,0,0,0.452,0,0,0,0,0,0,0,0,0,1.603,0,0,0,0,0,0,0,0,0,0,0.393,0,0,0,0,0,0,0.51,0.776,0,0,0,1.781,0,0,0,1.004,0.219,0,0,0,0,0,0,0,0,0.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0.611,0,0,0,0,0,0,0,0.634,0,0,0,1.016,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0.514,0.521,0.336,0,0,0,1.344,0,0,0,0,0,0.452,0,1.186,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,1.172,0,0,0,0,0,0.481,0,0.156,0.214,0,2.163,1.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.474,0,0,0.239,1.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.254,2
0,0,0,0,0,0,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,1.262,0,1.01,1.324,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855,0,0.564,0,0,0,0.855,0,0,0,0,0,0,0,0,0,0,0,0.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0,0,0,0.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.654,1.138,0,0,0,0,0,0,0,0,0,0,0,0,0.997,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0.287,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0.44,0,0,0,0,1.683,0,1.774,0,0,0,0,0,2.119,0,2.642,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.571,0,1.365,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091,0,0,0,0,0,0.978,0,0,0,0,0,1.053,0,0,0,0,0,0,0,0.458,0.907,0,0,0,0,0,0,0.479,0,0,0,0,0,0,0,0,1.534,0.931,0,0,0,0,0,0,0,0.739,0,0.487,0,1.326,0,0,1.172,0,0,0,0,0,0,0,0,1.053,0,0,0,1.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,1.009,0,0,0,0,0,0.954,1.334,0,0,0,0,0,1.715,0.96,0,0,0,0,0,0,0,0.557,0,0,1.561,0,0,0,0.99,0.781,0,0,0,0.535,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.269,0,0,0,0,0,0,0,0.27,0,0,0.248,0.341,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,1.066,0,0,0,0,0,0,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0,0,0,0,0,0,0,1.072,0.585,0,0,0,0,0,0,0,0,0,0,0,0.38,2.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0,0,2.168,1.053,0,0,0,0,0,0,3
0,0,0,0.697,0,1.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194,0,0,0,0,0,1.285,0,0,0,0,0,0,0,0.558,1.107,0,0,0,0,0,0,0.584,0,0,0,0,0,0,0,0,1.872,1.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431,0,0,0,0,0,0,0,0,1.285,0,0,0,1.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431,0,0,0,0,0,0,0,0,0,0,0,0,0.329,0,0,0.302,0.416,0,0,0,0,0.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934,0,0,0,0,0,0,0,1.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.571,0.631,1.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,0,0,1.052,0,0,0,0,0,0,0,0.458,0.907,0,0,0,0,0,0,0.479,0,0,0,0,0,0,0,0,1.534,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.172,0.884,0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,0.466,0,0,0,0.562,0.744,0,0,0,0,0,0,0,0,0,0,0.699,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.334,0,0,0,0,0,1.715,0.96,0,0,0,0,0,0,0,0,0,0,1.561,0,0,0,0,0,0,0,0,0.535,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0.248,0.341,0,0,0,0,0.517,0,0,0,0,0,0,0,0,0,1.065,0,0,0,0,1.561,0,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0,0,0,0,0,0,0,1.072,0.584,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0,0,0,0,0,0,2.008,0,0,0,3
0,0,0,0.586,0.648,1.403,0,0,0,0,0,0,0,0,0,0,0,1.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,0.47,0.932,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,1.576,0.956,0,0,0,0,0,0,0,0,0,0.501,0.775,0,0,0,1.204,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,2.699,0,0,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0,0,0,0,0,0,0.358,0,0,0,0,0,0,0.765,1.19,1.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,1.604,0,0,0,0,0,1.741,0.84,0,0.55,0,0,0,0,0,0,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.331,0,0,0,0,0,0,0,0.277,0,0,0.255,0.35,0,0,0,0,0,0,0,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0,0,0,0,0,0,0,1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.586,0.648,1.403,0,0,0,0,0,0,0,0,0,0,0,1.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,0.47,0.932,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,1.576,0.956,0,0,0,0,0,0,0,0,0,0.501,0.775,0,0,0,1.204,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,2.699,0,0,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0,0,0,0,0,0,0.358,0,0,0,0,0,0,0.765,1.19,1.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,1.604,0,0,0,0,0,1.741,0.84,0,0.55,0,0,0,0,0,0,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.331,0,0,0,0,0,0,0,0.277,0,0,0.255,0.35,0,0,0,0,0,0,0,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0,0,0,0,0,0,0,1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,0,0,0,0,0,0,0,0,0,0,3
